ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_00226,Fênix Recuperação de Crédito,2026-04-07,84,"R$ 7.018,32",Em Aberto,1.0,Nordeste
CONTR_2026_00227,Vértice Asset & Cobrança ,2026-03-21,91,"R$ 2.792,30",Acordo Firmado,11.0,Sul
CONTR_2026_00228,Vértice Asset & Cobrança,2026-02-08,72,"R$ 11.971,42",Em Aberto,20.0,Nordeste
CONTR_2026_00229,Acerta Crédito Integrado,2026-03-27,68,"R$ 12.583,47",Em Aberto,31.0,Nordeste
CONTR_2026_00230,Nexus Mediação Financeira,2026-02-25,101,"R$ 7.611,10",Acordo Firmado,99.0,Sul
CONTR_2026_00231,Acerta Crédito Integrado,2026-04-17,78,"R$ 2.201,80",Ajuizado,39.0,Nordeste
CONTR_2026_00232,Nexus Mediação Financeira,2026-04-21,156,"R$ 1.667,67",Em Aberto,63.0,Sudeste
CONTR_2026_00233,Nexus Mediação Financeira,2026-01-13,115,"R$ 9.676,25",Insucesso,6.0,Nordeste
CONTR_2026_00234,Vértice Asset & Cobrança,2026-02-25,146,"R$ 12.377,72",Acordo Firmado,99.0,Nordeste
CONTR_2026_00235,Fênix Recuperação de Crédito,2026-03-07,23,"R$ 3.369,62",Acordo Firmado,28.0,Sudeste
CONTR_2026_00236,Acerta Crédito Integrado,2026-03-19,146,"R$ 3.376,70",Em Aberto,51.0,Nordeste
CONTR_2026_00237,Vértice Asset & Cobrança,2026-02-25,18,"R$ 3.673,74",Acordo Firmado,53.0,Sudeste
CONTR_2026_00238,Fênix Recuperação de Crédito,2026-04-12,52,"R$ 9.990,34",Em Aberto,44.0,Centro-Oeste
CONTR_2026_00239,Nexus Mediação Financeira,2026-04-15,37,"R$ 7.339,14",Acordo Firmado,65.0,Centro-Oeste
CONTR_2026_00240,Fênix Recuperação de Crédito,2026-01-28,97,"R$ 1.850,41",Acordo Firmado,80.0,Centro-Oeste
CONTR_2026_00241,fênix recuperação de crédito,2026-03-05,89,"R$ 6.235,05",Em Aberto,12.0,Nordeste
CONTR_2026_00242,Vértice Asset & Cobrança ,2026-03-12,113,"R$ 1.249,13",Acordo Firmado,28.0,Sul
CONTR_2026_00243,fênix recuperação de crédito,2026-03-23,87,"R$ 7.396,03",Acordo Firmado,,Sul
CONTR_2026_00244,Vértice Asset & Cobrança,2026-03-05,126,8433.03,Ajuizado,72.0,Centro-Oeste
CONTR_2026_00245,Fênix Recuperação de Crédito,2026-02-25,62,"R$ 9.635,60",Ajuizado,68.0,Nordeste
CONTR_2026_00246,fênix recuperação de crédito,2026-02-10,127,6112.72,Acordo Firmado,95.0,Sul
CONTR_2026_00247,Vértice Asset & Cobrança,2026-04-29,89,"R$ 2.195,84",Insucesso,30.0,Nordeste
CONTR_2026_00248,Vértice Asset & Cobrança ,2026-04-10,160,"R$ 9.093,25",Acordo Firmado,35.0,Nordeste
CONTR_2026_00249,Vértice Asset & Cobrança ,2026-02-10,116,"R$ 12.702,46",Insucesso,,Sudeste
CONTR_2026_00250,Acerta Crédito Integrado,2026-04-10,80,"R$ 6.222,83",Acordo Firmado,85.0,Sul
CONTR_2026_00251,Vértice Asset & Cobrança,2026-04-18,88,"R$ 2.808,73",Acordo Firmado,30.0,Nordeste
CONTR_2026_00252,Vértice Asset & Cobrança,2026-01-04,59,"R$ 2.188,36",Em Aberto,80.0,Nordeste
CONTR_2026_00253,Acerta Crédito Integrado,2026-02-26,100,"R$ 2.516,33",Acordo Firmado,63.0,Sudeste
CONTR_2026_00254,Vértice Asset & Cobrança,2026-01-30,80,"R$ 1.285,24",Insucesso,8.0,Nordeste
CONTR_2026_00255,Fênix Recuperação de Crédito,2026-03-29,111,1251.1,Em Aberto,91.0,Sudeste
CONTR_2026_00256,Nexus Mediação Financeira,2026-03-25,49,"R$ 2.962,27",Acordo Firmado,33.0,Centro-Oeste
CONTR_2026_00257,fênix recuperação de crédito,2026-02-15,80,"R$ 14.017,13",Em Aberto,43.0,Sul
CONTR_2026_00258,Nexus Mediação Financeira,2026-02-25,55,"R$ 6.055,42",Insucesso,76.0,Sudeste
CONTR_2026_00259,Nexus Mediação Financeira,2026-01-31,57,"R$ 3.639,67",Ajuizado,43.0,Nordeste
CONTR_2026_00260,Fênix Recuperação de Crédito,2026-03-29,108,"R$ 1.254,53",Acordo Firmado,45.0,Centro-Oeste
CONTR_2026_00261,Nexus Mediação Financeira,2026-01-07,123,"R$ 24.078,13",Acordo Firmado,87.0,Centro-Oeste
CONTR_2026_00262,Vértice Asset & Cobrança ,2026-03-31,20,"R$ 4.242,60",Acordo Firmado,54.0,Sudeste
CONTR_2026_00263,Fênix Recuperação de Crédito,2026-03-18,145,"R$ 25.040,11",Insucesso,65.0,Sudeste
CONTR_2026_00264,Nexus Mediação Financeira,2026-02-23,132,"R$ 7.567,33",Em Aberto,7.0,Sul
CONTR_2026_00265,Acerta Crédito Integrado,2026-01-08,49,"R$ 1.462,99",Insucesso,36.0,Sudeste
CONTR_2026_00266,Acerta Crédito Integrado,2026-02-24,114,"R$ 10.995,89",Em Aberto,25.0,Sudeste
CONTR_2026_00267,Nexus Mediação Financeira,2026-03-10,76,"R$ 4.979,36",Em Aberto,85.0,Sul
CONTR_2026_00268,Acerta Crédito Integrado,2026-02-13,87,"R$ 4.214,05",Acordo Firmado,37.0,Nordeste
CONTR_2026_00269,Vértice Asset & Cobrança,2026-01-13,108,"R$ 8.291,02",Ajuizado,12.0,Norte
CONTR_2026_00270,Vértice Asset & Cobrança,2026-04-03,104,8653.85,Em Aberto,32.0,Norte
CONTR_2026_00271,Acerta Crédito Integrado,2026-01-20,72,9158.72,Ajuizado,49.0,Sudeste
CONTR_2026_00272,Acerta Crédito Integrado,2026-03-19,72,"R$ 8.346,77",Ajuizado,38.0,Norte
CONTR_2026_00273,Acerta Crédito Integrado,2026-02-01,74,"R$ 6.325,93",Acordo Firmado,56.0,Sul
CONTR_2026_00274,fênix recuperação de crédito,2026-03-01,124,"R$ 6.829,23",Em Aberto,80.0,Norte
CONTR_2026_00275,Nexus Mediação Financeira,2026-02-19,34,"R$ 10.980,20",Acordo Firmado,65.0,Centro-Oeste
CONTR_2026_00276,Nexus Mediação Financeira,2026-01-27,85,"R$ 7.064,64",Insucesso,26.0,Nordeste
CONTR_2026_00277,Acerta Crédito Integrado,2026-04-30,137,"R$ 1.734,35",Acordo Firmado,57.0,Nordeste
CONTR_2026_00278,Nexus Mediação Financeira,2026-01-25,111,6385.24,Em Aberto,14.0,Nordeste
CONTR_2026_00279,Acerta Crédito Integrado,2026-02-21,121,"R$ 2.131,61",Acordo Firmado,56.0,Nordeste
CONTR_2026_00280,Acerta Crédito Integrado,2026-03-09,85,"R$ 1.271,78",Insucesso,70.0,Sudeste
CONTR_2026_00281,Acerta Crédito Integrado,2026-01-21,55,"R$ 2.405,05",Acordo Firmado,41.0,Sudeste
CONTR_2026_00282,Vértice Asset & Cobrança,2026-01-18,91,2038.57,Ajuizado,51.0,Nordeste
CONTR_2026_00283,Vértice Asset & Cobrança,2026-02-08,69,"R$ 1.738,46",Em Aberto,84.0,Nordeste
CONTR_2026_00284,Fênix Recuperação de Crédito,2026-01-15,156,"R$ 2.410,27",Em Aberto,67.0,Nordeste
CONTR_2026_00285,Nexus Mediação Financeira,2026-02-22,85,"R$ 5.345,63",Em Aberto,12.0,Nordeste
CONTR_2026_00286,Fênix Recuperação de Crédito,2026-02-07,109,"R$ 2.021,25",Em Aberto,97.0,Nordeste
CONTR_2026_00287,Vértice Asset & Cobrança,2026-02-17,141,"R$ 2.838,62",Em Aberto,49.0,Centro-Oeste
CONTR_2026_00288,Nexus Mediação Financeira,2026-02-21,57,"R$ 10.672,02",Acordo Firmado,1.0,Centro-Oeste
CONTR_2026_00289,Vértice Asset & Cobrança,2026-03-29,21,"R$ 12.148,57",Acordo Firmado,19.0,Nordeste
CONTR_2026_00290,Nexus Mediação Financeira,2026-03-13,104,"R$ 3.225,46",Em Aberto,66.0,Sudeste
CONTR_2026_00291,Fênix Recuperação de Crédito,2026-01-28,110,"R$ 12.660,75",Insucesso,58.0,Centro-Oeste
CONTR_2026_00292,Fênix Recuperação de Crédito,2026-03-26,77,5606.16,Em Aberto,87.0,Sudeste
CONTR_2026_00293,Acerta Crédito Integrado,2026-01-16,55,"R$ 2.483,30",Ajuizado,72.0,Sul
CONTR_2026_00294,Vértice Asset & Cobrança,2026-04-28,99,"R$ 8.218,09",Acordo Firmado,98.0,Norte
CONTR_2026_00295,Fênix Recuperação de Crédito,2026-01-16,89,"R$ 13.961,27",Em Aberto,4.0,Nordeste
CONTR_2026_00296,Nexus Mediação Financeira,2026-02-04,99,"R$ 6.582,82",Em Aberto,8.0,Nordeste
CONTR_2026_00297,Acerta Crédito Integrado,2026-01-17,56,"R$ 2.324,04",Em Aberto,27.0,Sudeste
CONTR_2026_00298,Fênix Recuperação de Crédito,2026-03-14,99,"R$ 1.648,97",Insucesso,26.0,Sudeste
CONTR_2026_00299,Nexus Mediação Financeira,2026-04-09,114,"R$ 2.503,01",Em Aberto,97.0,Nordeste
CONTR_2026_00300,Fênix Recuperação de Crédito,2026-02-21,44,"R$ 3.266,29",Acordo Firmado,43.0,Centro-Oeste
CONTR_2026_00301,Fênix Recuperação de Crédito,2026-04-03,133,"R$ 3.230,34",Acordo Firmado,40.0,Sul
CONTR_2026_00302,Nexus Mediação Financeira,2026-04-13,97,"R$ 4.651,22",Em Aberto,50.0,Nordeste
CONTR_2026_00303,Nexus Mediação Financeira,2026-03-23,115,"R$ 4.717,70",Acordo Firmado,67.0,Sul
CONTR_2026_00304,Nexus Mediação Financeira,2026-01-12,51,"R$ 4.387,92",Em Aberto,73.0,Sul
CONTR_2026_00305,Acerta Crédito Integrado,2026-03-24,110,"R$ 3.306,63",Em Aberto,74.0,Nordeste
CONTR_2026_00306,Vértice Asset & Cobrança ,2026-02-17,40,"R$ 1.764,89",Em Aberto,29.0,Nordeste
CONTR_2026_00307,Nexus Mediação Financeira,2026-01-22,61,"R$ 3.909,16",Acordo Firmado,85.0,Centro-Oeste
CONTR_2026_00308,Vértice Asset & Cobrança,2026-04-30,97,"R$ 22.458,62",Em Aberto,42.0,Nordeste
CONTR_2026_00309,Acerta Crédito Integrado,2026-02-18,81,"R$ 6.504,77",Insucesso,18.0,Sudeste
CONTR_2026_00310,Vértice Asset & Cobrança,2026-02-21,90,"R$ 4.097,10",Acordo Firmado,81.0,Nordeste
CONTR_2026_00311,Vértice Asset & Cobrança,2026-03-20,147,"R$ 1.635,91",Em Aberto,21.0,Centro-Oeste
CONTR_2026_00312,Fênix Recuperação de Crédito,2026-01-01,90,"R$ 2.399,22",Acordo Firmado,67.0,Nordeste
CONTR_2026_00313,Fênix Recuperação de Crédito,2026-03-07,111,5474.18,Acordo Firmado,62.0,Nordeste
CONTR_2026_00314,Vértice Asset & Cobrança ,2026-03-05,87,"R$ 4.644,52",Insucesso,27.0,Sul
CONTR_2026_00315,Acerta Crédito Integrado,2026-01-08,87,1296.91,Em Aberto,96.0,Nordeste
CONTR_2026_00316,Nexus Mediação Financeira,2026-03-27,60,"R$ 1.650,91",Acordo Firmado,93.0,Nordeste
CONTR_2026_00317,Vértice Asset & Cobrança,2026-01-25,101,"R$ 3.400,35",Acordo Firmado,47.0,Nordeste
CONTR_2026_00318,Fênix Recuperação de Crédito,2026-03-07,166,"R$ 1.958,92",Em Aberto,93.0,Sudeste
CONTR_2026_00319,Fênix Recuperação de Crédito,2026-04-25,92,"R$ 17.031,73",Em Aberto,26.0,Nordeste
CONTR_2026_00320,Vértice Asset & Cobrança,2026-03-14,81,"R$ 1.373,57",Acordo Firmado,9.0,Sudeste
CONTR_2026_00321,Nexus Mediação Financeira,2026-03-14,124,"R$ 19.457,80",Insucesso,91.0,Sul
CONTR_2026_00322,Acerta Crédito Integrado,2026-03-18,120,"R$ 6.543,62",Em Aberto,12.0,Nordeste
CONTR_2026_00323,Nexus Mediação Financeira,2026-03-11,103,"R$ 3.814,72",Acordo Firmado,16.0,Sul
CONTR_2026_00324,Vértice Asset & Cobrança,2026-04-04,80,"R$ 5.076,48",Acordo Firmado,47.0,Sul
CONTR_2026_00325,Vértice Asset & Cobrança ,2026-03-20,124,"R$ 3.839,22",Em Aberto,56.0,Sul
CONTR_2026_00326,Acerta Crédito Integrado,2026-02-20,93,5457.29,Insucesso,66.0,Nordeste
CONTR_2026_00327,Nexus Mediação Financeira,2026-02-22,117,"R$ 2.024,41",Insucesso,51.0,Sudeste
CONTR_2026_00328,Nexus Mediação Financeira,2026-01-15,65,"R$ 1.839,24",Acordo Firmado,27.0,Sul
CONTR_2026_00329,Vértice Asset & Cobrança,2026-02-19,72,"R$ 4.960,14",Acordo Firmado,73.0,Nordeste
CONTR_2026_00330,Fênix Recuperação de Crédito,2026-03-12,92,"R$ 1.570,06",Acordo Firmado,66.0,Sudeste
CONTR_2026_00331,Vértice Asset & Cobrança,2026-03-16,52,"R$ 2.929,98",Em Aberto,62.0,Nordeste
CONTR_2026_00332,Acerta Crédito Integrado,2026-04-14,78,"R$ 14.279,29",Acordo Firmado,71.0,Nordeste
CONTR_2026_00333,Fênix Recuperação de Crédito,2026-02-07,51,"R$ 11.645,97",Em Aberto,8.0,Sul
CONTR_2026_00334,Fênix Recuperação de Crédito,2026-02-09,43,"R$ 10.101,20",Insucesso,38.0,Sudeste
CONTR_2026_00335,Fênix Recuperação de Crédito,2026-03-07,163,"R$ 4.737,89",Ajuizado,6.0,Sudeste
CONTR_2026_00336,Fênix Recuperação de Crédito,2026-04-25,71,"R$ 1.341,40",Acordo Firmado,59.0,Nordeste
CONTR_2026_00337,Acerta Crédito Integrado,2026-04-22,74,"R$ 1.846,95",Insucesso,19.0,Sudeste
CONTR_2026_00338,Acerta Crédito Integrado,2026-02-08,92,"R$ 13.794,45",Insucesso,79.0,Nordeste
CONTR_2026_00339,Vértice Asset & Cobrança,2026-03-15,58,"R$ 10.251,88",Ajuizado,56.0,Norte
CONTR_2026_00340,Fênix Recuperação de Crédito,2026-04-18,74,"R$ 3.562,21",Ajuizado,28.0,Nordeste
CONTR_2026_00341,Vértice Asset & Cobrança,2026-01-17,145,"R$ 7.727,73",Em Aberto,94.0,Sul
CONTR_2026_00342,Vértice Asset & Cobrança,2026-01-07,100,"R$ 10.838,85",Acordo Firmado,91.0,Centro-Oeste
CONTR_2026_00343,Fênix Recuperação de Crédito,2026-04-28,119,"R$ 6.042,34",Em Aberto,10.0,Nordeste
CONTR_2026_00344,Vértice Asset & Cobrança,2026-04-14,137,"R$ 10.804,57",Insucesso,45.0,Nordeste
CONTR_2026_00345,Vértice Asset & Cobrança,2026-02-08,96,2603.03,Acordo Firmado,95.0,Centro-Oeste
CONTR_2026_00346,Nexus Mediação Financeira,2026-03-09,83,"R$ 4.300,75",Em Aberto,65.0,Sul
CONTR_2026_00347,Nexus Mediação Financeira,2026-02-04,46,"R$ 5.526,11",Em Aberto,50.0,Nordeste
CONTR_2026_00348,Fênix Recuperação de Crédito,2026-02-20,78,"R$ 6.186,93",Acordo Firmado,32.0,Sul
CONTR_2026_00349,Vértice Asset & Cobrança,2026-02-16,85,"R$ 22.910,31",Acordo Firmado,61.0,Sul
CONTR_2026_00350,Nexus Mediação Financeira,2026-02-05,65,"R$ 10.551,78",Em Aberto,16.0,Sudeste
CONTR_2026_00351,Nexus Mediação Financeira,2026-03-05,136,1484.23,Em Aberto,6.0,Norte
CONTR_2026_00352,Acerta Crédito Integrado,2026-04-05,123,"R$ 2.126,43",Ajuizado,66.0,Sudeste
CONTR_2026_00353,Nexus Mediação Financeira,2026-03-30,119,6552.19,Acordo Firmado,62.0,Sudeste
CONTR_2026_00354,Fênix Recuperação de Crédito,2026-04-15,86,"R$ 2.575,54",Em Aberto,66.0,Nordeste
CONTR_2026_00355,Fênix Recuperação de Crédito,2026-01-13,59,2065.63,Em Aberto,67.0,Norte
CONTR_2026_00356,Nexus Mediação Financeira,2026-01-18,129,"R$ 6.692,82",Em Aberto,19.0,Nordeste
CONTR_2026_00357,Fênix Recuperação de Crédito,2026-01-21,100,"R$ 5.043,93",Acordo Firmado,4.0,Nordeste
CONTR_2026_00358,Nexus Mediação Financeira,2026-04-22,113,"R$ 9.378,65",Em Aberto,,Sul
CONTR_2026_00359,fênix recuperação de crédito,2026-03-06,108,"R$ 3.123,62",Em Aberto,18.0,Nordeste
CONTR_2026_00360,Nexus Mediação Financeira,2026-04-10,99,"R$ 3.200,18",Acordo Firmado,82.0,Sudeste
CONTR_2026_00361,Vértice Asset & Cobrança,2026-04-24,149,"R$ 2.015,49",Em Aberto,46.0,Nordeste
CONTR_2026_00362,Nexus Mediação Financeira,2026-01-08,70,"R$ 6.481,47",Insucesso,46.0,Nordeste
CONTR_2026_00363,Vértice Asset & Cobrança,2026-04-26,80,"R$ 7.370,30",Acordo Firmado,85.0,Sudeste
CONTR_2026_00364,Nexus Mediação Financeira,2026-02-17,139,"R$ 1.944,98",Em Aberto,21.0,Sudeste
CONTR_2026_00365,fênix recuperação de crédito,2026-03-26,92,"R$ 2.665,91",Em Aberto,30.0,Sul
CONTR_2026_00366,Vértice Asset & Cobrança,2026-02-12,86,"R$ 2.037,78",Em Aberto,64.0,Sudeste
CONTR_2026_00367,Vértice Asset & Cobrança ,2026-04-26,82,"R$ 8.085,23",Acordo Firmado,41.0,Sudeste
CONTR_2026_00368,fênix recuperação de crédito,2026-02-22,110,2372.9,Em Aberto,17.0,Sudeste
CONTR_2026_00369,Fênix Recuperação de Crédito,2026-04-27,83,"R$ 2.025,83",Em Aberto,5.0,Nordeste
CONTR_2026_00370,Fênix Recuperação de Crédito,2026-03-26,79,"R$ 1.562,06",Acordo Firmado,5.0,Nordeste
CONTR_2026_00371,Fênix Recuperação de Crédito,2026-01-27,109,"R$ 10.098,15",Acordo Firmado,73.0,Centro-Oeste
CONTR_2026_00372,Fênix Recuperação de Crédito,2026-01-19,92,"R$ 1.861,83",Ajuizado,75.0,Sudeste
CONTR_2026_00373,Fênix Recuperação de Crédito,2026-01-23,59,1350.58,Ajuizado,48.0,Nordeste
CONTR_2026_00374,Nexus Mediação Financeira,2026-04-25,90,"R$ 1.532,33",Em Aberto,78.0,Nordeste
CONTR_2026_00375,Fênix Recuperação de Crédito,2026-02-19,131,"R$ 3.485,09",Em Aberto,38.0,Centro-Oeste
CONTR_2026_00376,Vértice Asset & Cobrança,2026-02-20,112,"R$ 5.739,78",Acordo Firmado,6.0,Norte
CONTR_2026_00377,Acerta Crédito Integrado,2026-02-12,135,"R$ 3.739,19",Em Aberto,58.0,Sul
CONTR_2026_00378,Fênix Recuperação de Crédito,2026-04-09,68,"R$ 4.238,58",Acordo Firmado,14.0,Sudeste
CONTR_2026_00379,Acerta Crédito Integrado,2026-04-14,122,"R$ 13.785,42",Em Aberto,72.0,Centro-Oeste
CONTR_2026_00380,Vértice Asset & Cobrança,2026-04-26,70,8313.16,Ajuizado,94.0,Sudeste
CONTR_2026_00381,Fênix Recuperação de Crédito,2026-02-20,53,"R$ 3.285,47",Insucesso,59.0,Sudeste
CONTR_2026_00382,Nexus Mediação Financeira,2026-04-16,65,"R$ 2.038,04",Insucesso,65.0,Sul
CONTR_2026_00383,Nexus Mediação Financeira,2026-04-22,93,"R$ 8.114,95",Em Aberto,89.0,Sudeste
CONTR_2026_00384,Acerta Crédito Integrado,2026-03-10,120,"R$ 5.460,99",Acordo Firmado,13.0,Sul
CONTR_2026_00385,Acerta Crédito Integrado,2026-04-26,99,"R$ 17.583,41",Insucesso,27.0,Nordeste
CONTR_2026_00386,Acerta Crédito Integrado,2026-02-10,85,"R$ 13.153,93",Acordo Firmado,25.0,Nordeste
CONTR_2026_00387,Vértice Asset & Cobrança,2026-03-13,59,5346.47,Em Aberto,56.0,Sul
CONTR_2026_00388,Fênix Recuperação de Crédito,2026-01-11,111,"R$ 1.562,37",Em Aberto,68.0,Sudeste
CONTR_2026_00389,Acerta Crédito Integrado,2026-03-21,118,"R$ 1.357,25",Em Aberto,59.0,Sudeste
CONTR_2026_00390,Acerta Crédito Integrado,2026-04-13,98,"R$ 10.286,01",Em Aberto,95.0,Sudeste
CONTR_2026_00391,Vértice Asset & Cobrança ,2026-04-21,58,"R$ 7.187,34",Em Aberto,49.0,Norte
CONTR_2026_00392,Vértice Asset & Cobrança,2026-03-29,114,"R$ 5.306,69",Em Aberto,18.0,Centro-Oeste
CONTR_2026_00393,Vértice Asset & Cobrança,2026-03-26,126,"R$ 7.038,61",Acordo Firmado,81.0,Sudeste
CONTR_2026_00394,Acerta Crédito Integrado,2026-02-21,135,"R$ 5.080,33",Em Aberto,75.0,Sudeste
CONTR_2026_00395,Vértice Asset & Cobrança,2026-01-23,76,"R$ 5.517,75",Em Aberto,76.0,Sudeste
CONTR_2026_00396,fênix recuperação de crédito,2026-02-18,103,"R$ 2.480,20",Em Aberto,3.0,Sul
CONTR_2026_00397,Acerta Crédito Integrado,2026-02-07,73,"R$ 4.239,48",Acordo Firmado,79.0,Centro-Oeste
CONTR_2026_00398,Vértice Asset & Cobrança,2026-02-16,62,"R$ 1.255,68",Em Aberto,57.0,Nordeste
CONTR_2026_00399,Acerta Crédito Integrado,2026-03-13,137,"R$ 6.724,16",Insucesso,6.0,Sudeste
CONTR_2026_00400,Acerta Crédito Integrado,2026-01-07,106,"R$ 3.219,60",Insucesso,69.0,Nordeste
CONTR_2026_00401,Fênix Recuperação de Crédito,2026-03-07,128,"R$ 6.540,28",Em Aberto,31.0,Sudeste
CONTR_2026_00402,fênix recuperação de crédito,2026-04-04,53,"R$ 14.249,74",Acordo Firmado,8.0,Nordeste
CONTR_2026_00403,Nexus Mediação Financeira,2026-03-18,98,"R$ 5.678,07",Acordo Firmado,10.0,Sul
CONTR_2026_00404,Acerta Crédito Integrado,2026-03-03,105,"R$ 3.188,12",Em Aberto,,Sudeste
CONTR_2026_00405,Vértice Asset & Cobrança,2026-03-28,65,"R$ 2.360,66",Em Aberto,12.0,Centro-Oeste
CONTR_2026_00406,Acerta Crédito Integrado,2026-01-29,134,"R$ 2.649,81",Em Aberto,92.0,Norte
CONTR_2026_00407,Vértice Asset & Cobrança,2026-02-07,82,"R$ 23.029,60",Acordo Firmado,76.0,Norte
CONTR_2026_00408,Fênix Recuperação de Crédito,2026-04-11,103,"R$ 5.977,28",Insucesso,94.0,Nordeste
CONTR_2026_00409,fênix recuperação de crédito,2026-03-25,73,"R$ 4.103,97",Em Aberto,19.0,Sudeste
CONTR_2026_00410,Fênix Recuperação de Crédito,2026-02-02,54,"R$ 2.513,16",Em Aberto,21.0,Sudeste
CONTR_2026_00411,Vértice Asset & Cobrança,2026-01-29,117,"R$ 8.615,14",Acordo Firmado,81.0,Sul
CONTR_2026_00412,Vértice Asset & Cobrança ,2026-04-24,101,3650.57,Em Aberto,14.0,Nordeste
CONTR_2026_00413,Vértice Asset & Cobrança ,2026-03-20,97,"R$ 2.991,43",Em Aberto,75.0,Centro-Oeste
CONTR_2026_00414,Nexus Mediação Financeira,2026-01-23,81,"R$ 2.457,10",Acordo Firmado,29.0,Sudeste
CONTR_2026_00415,Nexus Mediação Financeira,2026-04-16,100,"R$ 2.226,71",Em Aberto,7.0,Sudeste
CONTR_2026_00416,Vértice Asset & Cobrança,2026-01-03,127,"R$ 2.796,74",Acordo Firmado,49.0,sudeste
CONTR_2026_00417,Vértice Asset & Cobrança,2026-04-11,69,"R$ 6.133,61",Acordo Firmado,65.0,Centro-Oeste
CONTR_2026_00418,Vértice Asset & Cobrança,2026-04-30,106,"R$ 2.571,18",Em Aberto,7.0,Sudeste
CONTR_2026_00419,Nexus Mediação Financeira,2026-04-03,96,"R$ 1.512,56",Acordo Firmado,14.0,Sudeste
CONTR_2026_00420,Acerta Crédito Integrado,2026-02-14,84,"R$ 3.423,82",Acordo Firmado,16.0,Sul
CONTR_2026_00421,Acerta Crédito Integrado,2026-01-08,40,"R$ 5.595,60",Acordo Firmado,99.0,Sul
CONTR_2026_00422,Acerta Crédito Integrado,2026-03-27,89,"R$ 1.510,54",Em Aberto,16.0,Sul
CONTR_2026_00423,Fênix Recuperação de Crédito,2026-04-27,110,"R$ 4.213,11",Acordo Firmado,85.0,Nordeste
CONTR_2026_00424,Vértice Asset & Cobrança,2026-01-29,99,"R$ 1.468,53",Acordo Firmado,13.0,Nordeste
CONTR_2026_00425,Fênix Recuperação de Crédito,2026-01-02,46,"R$ 8.508,96",Ajuizado,82.0,Nordeste
CONTR_2026_00426,Nexus Mediação Financeira,2026-04-15,127,"R$ 11.474,04",Em Aberto,29.0,Nordeste
CONTR_2026_00427,Vértice Asset & Cobrança,2026-04-23,139,"R$ 17.794,61",Em Aberto,85.0,Nordeste
CONTR_2026_00428,Acerta Crédito Integrado,2026-02-19,86,"R$ 7.076,34",Acordo Firmado,73.0,Sul
CONTR_2026_00429,Vértice Asset & Cobrança,2026-04-19,159,"R$ 6.199,24",Acordo Firmado,95.0,Nordeste
CONTR_2026_00430,Fênix Recuperação de Crédito,2026-03-06,65,"R$ 7.122,11",Acordo Firmado,61.0,Sul
CONTR_2026_00431,Fênix Recuperação de Crédito,2026-04-18,51,"R$ 10.842,99",Em Aberto,37.0,Norte
CONTR_2026_00432,Acerta Crédito Integrado,2026-01-20,59,"R$ 9.427,73",Acordo Firmado,17.0,Nordeste
CONTR_2026_00433,Nexus Mediação Financeira,2026-02-21,97,"R$ 4.085,69",Acordo Firmado,31.0,Sudeste
CONTR_2026_00434,Fênix Recuperação de Crédito,2026-03-26,36,"R$ 6.464,47",Acordo Firmado,59.0,Nordeste
CONTR_2026_00435,Fênix Recuperação de Crédito,2026-02-06,80,"R$ 2.083,21",Insucesso,88.0,Nordeste
CONTR_2026_00436,Acerta Crédito Integrado,2026-03-13,178,"R$ 7.136,00",Em Aberto,47.0,Sudeste
CONTR_2026_00437,Fênix Recuperação de Crédito,2026-01-27,44,"R$ 7.760,96",Em Aberto,6.0,Nordeste
CONTR_2026_00438,Acerta Crédito Integrado,2026-02-16,73,"R$ 9.280,04",Acordo Firmado,32.0,Sudeste
CONTR_2026_00439,Acerta Crédito Integrado,2026-04-09,58,"R$ 9.709,10",Acordo Firmado,31.0,Nordeste
CONTR_2026_00440,Fênix Recuperação de Crédito,2026-01-06,81,"R$ 4.098,27",Em Aberto,18.0,NORDESTE
CONTR_2026_00441,Fênix Recuperação de Crédito,2026-03-01,79,"R$ 12.891,93",Insucesso,9.0,Sudeste
CONTR_2026_00442,Vértice Asset & Cobrança ,2026-02-14,9999,"R$ 21.003,52",Em Aberto,3.0,Nordeste
CONTR_2026_00443,Vértice Asset & Cobrança,2026-02-13,85,"R$ 20.292,91",Acordo Firmado,71.0,Sudeste
CONTR_2026_00444,Vértice Asset & Cobrança,2026-03-24,108,"R$ 5.606,56",Insucesso,26.0,Nordeste
CONTR_2026_00445,Acerta Crédito Integrado,2026-01-18,131,"R$ 5.299,03",Acordo Firmado,13.0,Sudeste
CONTR_2026_00446,fênix recuperação de crédito,2026-04-30,81,"R$ 4.256,31",Acordo Firmado,34.0,Sudeste
CONTR_2026_00447,Vértice Asset & Cobrança ,2026-03-06,90,"R$ 2.981,90",Acordo Firmado,43.0,Centro-Oeste
CONTR_2026_00448,Acerta Crédito Integrado,2026-01-25,103,"R$ 3.230,51",Em Aberto,93.0,Sudeste
CONTR_2026_00449,Vértice Asset & Cobrança,2026-01-27,52,"R$ 2.415,15",Insucesso,33.0,Nordeste
CONTR_2026_00450,Fênix Recuperação de Crédito,2026-01-07,85,"R$ 16.786,41",Em Aberto,69.0,Sul
